artist,title,play_count,mbid
Tanukichan,This Time,68,1ba76959-a988-4522-aea6-afbed8269ac7
"Tyler, The Creator",Boredom (feat. Rex Orange County & Anna of the North),68,40407154-ab83-4b01-bf30-7492fdb0aec7
"Tyler, The Creator",Who Dat Boy (feat. A$AP Rocky),68,15e921e6-1731-4957-9bc1-b91505c999bc
Alex the Astronaut,Happy Song - Alternate Version,67,16546e32-b8f9-4977-83b7-9881328ecf44
Arctic Monkeys,I Wanna Be Yours,67,02a2bf20-0ffb-4d57-a7e1-17a76a4c4333
Blood Orange,"Mind Loaded (feat. Caroline Polachek, Lorde & Mustafa)",67,94606a20-e936-4899-84d3-0d4b05f52fc2
Headie One,SOLDIERS (feat. Sampha),67,
Human Bloom,Capillary,67,
J. Cole,G.O.M.D.,67,a94c8dd2-9489-4084-bd2e-009e87149385
Japanese Breakfast,Nobody Sees Me Like You Do,67,
JAY-Z,Young Forever,67,b5467662-3f9a-406b-9c30-595af58ce754
Men I Trust,Air,67,2b97ef26-e821-44d4-ad8b-894c37395c79
mid march,long coats,67,
Open Mike Eagle,Death Parade,67,1208d34d-8988-4a84-ae76-b2ab0059f472
Samia,Fit N Full,67,1023507c-7dbd-4386-96dd-3d360439e904
Samia,Stellate,67,058f2772-1819-479e-b030-346c41766797
Slow Pulp,Mud,67,65ee5975-4858-4036-9f2a-78cb79ebd367
SZA,Normal Girl,67,4c34b5e9-7a0f-4081-aed0-0350bca19d9f
Tanukichan,Natural,67,1ade11fa-f01b-4427-a253-7a68d637daa9
The Marías,Heavy,67,533d0203-d6d5-4c5f-94f0-754b6a6fbbb9
This is Lorelei,Dancing in the Club - MJ Lenderman Version,67,
Vampire Weekend,Bryn,67,43d9c11b-e346-4d33-87af-34775c8d50b9
Vampire Weekend,Prep-School Gangsters,67,3d39cf29-2434-4ebe-afd6-80750bfecc02
Waxahatchee,Evil Spawn,67,5eebb212-a142-4fe3-b601-a2185c8bf1da
Yves Tumor,Fear Evil Like Fire,67,5ca9ee9d-1b67-46d9-acc7-532c14b20e12
A$AP Rocky,Goldie,66,8452b0ff-f351-4eca-979a-9bd9d0ab6c8b
Amie Blu,9 lives,66,
BROCKHAMPTON,SUGAR,66,ed0535f9-6c9a-41e0-b56c-d1ce7b99fc6a
Carlina,d e e p e r,66,
Chrissy,Old Car,66,
Eleni Drake,Pink Pools,66,c5cb1da5-7ad2-4732-9f17-e1b6135b1ef2
Frank Ocean,Mitsubishi Sony,66,3b4a2d5f-cc1b-4a37-a12b-bdcc7767f78d
Indigo De Souza,Darker Than Death,66,e5ec6b72-120b-4e08-9ded-12ee54ca1eaa
Isaiah Rashad,Don't Shoot,66,6691ddd3-8131-4679-b3a4-b56727170f58
John Mayer,Neon,66,be9609c4-d9eb-4a34-b842-191e5a80ac2b
Luna Li,Opal Angel,66,268b19d3-8ed6-4a04-bce5-3d6893422345
Lupe Fiasco,The Instrumental (feat. Jonah Matranga),66,
Mac Miller,STONED,66,5f7281f0-4f19-4f71-9cef-d121da0e98e6
Marlon Funaki,when sunday comes around,66,
Men I Trust,Poplar Tree,66,9e1428c5-1426-4eb4-97ad-46a35055d8dd
Men I Trust,Porcelain,66,09af2668-e9c6-44e1-beb9-11b5ea6258d2
Mk.gee,Are You Looking Up,66,6c1cc859-c978-4db2-be60-46ce7215c245
Molly Payton,Warm Body,66,354f772b-c693-44be-bae3-3967b46edbf5
N.E.R.D,Deep Down Body Thurst,66,
Nigo,Monster,66,9128939c-662f-3f39-aa0c-2bf3076111ce
Nourished by Time,Daddy,66,
Rosario,automobile/ultra pop,66,
Rosario,palo santo,66,
Slow Pulp,Broadview,66,22cfcb1f-0ed4-420e-a523-266674085ace
The American Dawn,Her,66,
Travis Scott,HOUSTONFORNICATION,66,
"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),66,17d17b76-0436-4755-8c12-840bc02eb90d
Avalon Emerson,Astrology Poisoning,65,0503394e-7767-45f4-b2f7-464be27e24ac
Avalon Emerson,Sandrail Silhouette,65,88e718fe-9202-472c-ac57-9c715d28a53d
Black Thought,"Good Morning (feat. Pusha T, Swizz Beatz & Killer Mike)",65,
Blended Babies,Cheap Whiskey 70's Riesling (feat. Anderson .Paak),65,
Cameron Winter,Love Takes Miles,65,4e1edb5e-fadd-4ed4-acef-d6072d34ea17
Clea Vincent,Samba,65,
Datarock,Fa-Fa-Fa,65,b363bb5b-e2eb-46f1-a3d4-178fa3707c32
Del Water Gap,Glitter & Honey,65,
Eryn Allen Kane,Bass Song,65,
Fievel Is Glauque,the River,65,3fa04a4b-7e0e-45d6-9603-02b8df143e6e
Isaiah Rashad,Darkseid,65,3de3c3c2-50a7-4be1-93d3-afb8957e86bb
Issy Wood,Soup,65,5e87f5ee-5b71-415d-84c3-d72f97b7f2c4
Kanye West,Diamonds From Sierra Leone - Bonus Track,65,97eae875-8ebb-4641-a356-27f4bdfed0aa
Lena,Ôi Tình Yêu Thật Điêu,65,
Local Natives,NYE [Feat. Suki Waterhouse],65,
Mitski,The Only Heartbreaker,65,156381e1-e171-4cf9-938f-74d6a14474d4
Pop Smoke,Dior,65,8f04b5c9-7606-4878-96d7-f8be63e29c5a
Rae Sremmurd,No Flex Zone,65,7d2e471e-8c65-4b11-8fb9-c0bc846674e0
Reaper,HEADY,65,b58ae761-621b-4282-8c38-8f5f7c062da8
Rosario,Blue,65,
Rosario,just a touchdown?,65,
Suki Waterhouse,Johanna,65,e531ec93-9c8d-4c08-8f64-88906939d9a6
The Beatles,I Will - Remastered 2009,65,
Vagabon,Water Me Down,65,6a1fa7e4-e174-4635-adda-787204179c7a
Young Thug,Wyclef Jean,65,1ffaaaa2-8ebb-47bf-a4a9-164250b2cd69
Blvck Hippie,July 5th,64,7c7665a8-670b-44e8-861a-9a28bdd2fe53
Caroline Polachek,Starburned and Unkissed,64,4c7c454e-a243-4c1f-b8c8-b0d308959746
DJ Shadow,Nobody Speak,64,c3809697-2c78-4584-aaa3-a978187f0bab
Fazerdaze,Dancing Years,64,
Joey Bada$$,Show Me,64,
Knox Fortune,Lil Thing,64,50d5f272-ad60-4da6-bcd5-dfe25304cc5a
Laufey,Magnolia,64,4aaabcbd-70ba-4771-8c9c-178b18f1db36
Laura Elliott,Fever Dreams,64,
Magdalena Bay,Dawning Of The Season,64,6a29ea88-de5a-47b7-8307-cf2524c2b38d
Mazzy Star,Five String Serenade,64,c155d08c-856d-3e8d-a76c-e2cb5766529c
Men I Trust,Poodle of Mud,64,41126d2a-91c3-49b4-87aa-55a0b115b8a1
Men I Trust,Something in Water,64,34171ebb-91b8-4638-8474-ae1003153c97
Men I Trust,Tailwhip Revisited,64,0628af86-76a0-40c9-977e-1ea8beda8ddf
Mitski,Humpty,64,34250918-2e0a-4106-bbc4-6a8700c04e62
Mitski,Love Me More,64,cfa6e54a-305a-43fb-8fbe-14248f72a096
Nirvana,the man who sold the world - live,64,1a8a5d07-315f-4b8b-8f5d-74fdc138d26d
Orville Peck,The Curse of the Blackened Eye,64,485158c7-8b45-42b5-ab99-049f7e542bac
Rosario,peons,64,
Samia,Triptych,64,045e7735-18c3-4bd2-90d3-e1a7d1caf3e2
Soccer Mommy,Shotgun,64,685f2096-829c-459e-8b9f-6aefe18346ae
SZA,Anything,64,2252f60c-c370-4596-b7f5-1f2197972257
Tempesst,Waste It With You,64,ea1b4b34-ff4f-468a-bba8-46773bbfeed2
Thee Sacred Souls,Can I Call You Rose?,64,b621bec3-901c-46bd-8f52-b6810c8c3d19
Tracy Chapman,Fast Car,64,3e1d2e27-9197-3710-ab69-1ece85121812
"Tyler, The Creator",LUMBERJACK,64,b2dcb5f0-7d29-4f61-87de-6d81ba11d1a4
Vampire Weekend,Cape Cod Kwassa Kwassa,64,84803d1d-20be-3b07-946d-c5c46940ad4f
Waxahatchee,3 Sisters,64,cb27c42c-cfbe-4c56-bf5e-86ec961cb001
Weyes Blood,Children of the Empire,64,a11c5557-f675-4d1d-86cc-69282a008545
A$AP Rocky,Fashion Killa,63,5b61879d-aeb0-4846-ab6a-b8e16e37ccce
Alex G,Beam Me Up,63,ef747621-f19a-428b-9ad1-5c53d2b70057
Blood Orange,On the Line,63,1d4d3f13-28c9-48cb-a821-1438c83ff9ca
Childish Gambino,This Is America,63,66ad7b87-b3f1-4e84-ac73-1f8c5f20b951
Drake,Wu-Tang Forever,63,1ebad94e-2c15-4eb5-8376-e9e3bea3b2f7
Freddie Gibbs,Gang Signs (feat. ScHoolboy Q),63,
Indigo De Souza,Kill Me,63,4a3a6ef3-e227-4e3b-babd-f7f91e7a8e6b
Jack Harlow,Tyler Herro,63,1bf3bdf2-08e1-4204-8417-518c1c75e718
Jay Rock,Vice City (feat. Black Hippy),63,
John Mayer,New Light,63,6cb6abc1-52e2-4be5-8c77-1701442c8a82
Kendrick Lamar,Black Boy Fly - Bonus Track,63,8f39b7f0-c71a-4f94-8bfd-ad2ea61c289c
Masego,Garden Party,63,
Nirvana,In Bloom,63,
Pacifica,Mil Horas,63,
Rae Sremmurd,Black Beatles,63,8c029824-d4f7-48e4-8578-4365827fc656
Shintaro Sakamoto,グッド・ラック,63,
SZA,Pretty Little Birds (feat. Isaiah Rashad),63,7d73a5df-f7b6-4843-ad24-eeabac8cef55
SZA,Scorsese Baby Daddy,63,7366d2e7-7d33-4c77-9707-e4441e497d70
Tanukichan,Hunned Bandz,63,
The Microphones,I Want Wind to Blow,63,0ac30bb4-3d5e-393f-bf7f-af43da2e0142
The Velvet Underground,Femme Fatale,63,
"Tyler, The Creator",OKRA,63,0292a9ef-ec81-4c8e-94fa-54f974dfc91b
Vampire Weekend,Diane Young,63,2fedbe43-3d07-3e78-a0da-46f320b96ee5
Vince Staples,LEMONADE,63,
Vince Staples,LIL FADE,63,2f2cc20d-0ed2-486c-8b68-b24785b46bbe
Waxahatchee,Recite Remorse,63,0cd88762-e5c1-461e-b93d-66c9526bbd08
Young Thug,Pick up the Phone,63,
マクロスMACROSS 82-99,Fun Tonight,63,251b3c62-3cbd-4d9f-a9be-3eed38bcc2bc
A$AP Mob,Yamborghini High (feat. Juicy J),62,
Allie Kelly,GUNSHY,62,
Antonio Williams,Changes,62,
CjayQ,Twenty Seven,62,
David Bowie,Five Years - 2012 Remaster,62,8fbde020-2284-47c9-ae8d-0e6ac78bb5db
Don Toliver,Diva,62,3f3ac58a-9825-4562-b8f4-2768ce15ca6f
Dua Lipa,Don't Start Now,62,
Faye Webster,Sometimes,62,9e7f3556-d5ef-4c54-9ae6-b959039ce97d
John Mayer,Your Body Is a Wonderland,62,bcf817ea-827e-4449-8513-41c59e5215ad
Kanye West,Violent Crimes,62,4b5506ed-ae9e-4059-8fc6-c3a8e9dd9c61
Launder,Annie Blue,62,4d222258-2d0a-4742-af53-0d886026a7c8
Milton Nascimento,Tudo o Que Você Podia Ser,62,50534cf3-0145-40d2-b1d5-067e86867eeb
Nilüfer Yanya,Cold Heart,62,0aa64d70-5c79-45ae-a070-fcf506229b21
Playboi Carti,Long Time - Intro,62,581db3e7-c690-4dd6-ac91-26d286a4b488
Red Hot Chili Peppers,Californication,62,6c303b58-2d9e-36d1-b19e-993786467bbb
Reo Cragun,Holy,62,a1a69779-b209-4a7e-92d1-0a27f5f24120
Rosario,bet it on me,62,
Rosario,Can of Worms,62,
Sarah Kinsley,Oh No Darling!,62,
Slow Pulp,Fishes,62,22f5233e-24af-475f-8bfe-36f73bb2d4eb
Tanukichan,The Blue Sky,62,490040db-8dfd-4f6d-b2f6-a06551868f20
The Japanese House,Touching Yourself,62,b1c18c79-ab55-46ee-b07a-4b5768434e88
The Marías,Run Your Mouth,62,b0cdf3d5-8f3b-4d47-981b-a5937cebe454
The Postal Service,This Place Is a Prison - Remastered,62,
Blood Orange,Clipped On,61,edf51d97-0bb1-4bb0-84db-d2d822301dd3
Blood Orange,Time Will Tell,61,a093867e-9369-49f6-ae2f-a9f6454e05ce
Childish Gambino,Feels Like Summer,61,17f114cb-e48a-4d93-9870-6a2553735331
Cuco,Si Me Voy (with The Marías),61,
Fine Food Market,Wild World,61,
Hemlock Ernst,Less Unsettled,61,
Isaiah Rashad,True Story (feat. Jay Rock & Jay Worthy),61,
Kanye West,Two Words,61,c44ec894-f28d-4918-921e-bca2a9e682a7
Laufey,Someone New,61,0ca23044-cadc-47cf-96de-c615afc03c69
Luna Li,Minnie Says (Would You Be My),61,063cc6fc-6a73-4580-8b82-5e831a7f413c
Michael Jackson,Billie Jean,61,5fa7f62d-e43a-49c1-8bda-13907694ffa9
Novo Amor,Lucky for You,61,
Run the Jewels,JU$T (feat. Pharrell Williams & Zack de la Rocha),61,
Saba,Come My Way (feat. Krayzie Bone),61,
Shelly,Hartwell,61,f36f2dfb-917e-4af0-8782-f358f384f908
spencer.,Automatic,61,331b12a7-83c4-419b-8162-b4b86714b842
The Beatles,While My Guitar Gently Weeps - Remastered 2009,61,
The Marías,Lejos de Ti,61,
Tokyo Tea Room,If You Love Her,61,1c2c2a4d-fdd4-4188-bf61-c3578f0187f6
Vampire Weekend,Everlasting Arms,61,07ebc24f-3557-44c9-b146-3b63ce7f6fc4
Alex G,June Guitar,60,0d5ca03d-f263-4e40-8b1d-545b49db912f
Avalon Emerson,Karaoke Song,60,22840a77-27a6-45f6-a3dc-bf05d5ae3533
Blvck Hippie,Last Words,60,24e14039-b05d-412f-808b-bbc342d3e264
Cameron Avery,We're Just Making It Worse,60,
Dora Jar,Timelapse,60,
Frank Ocean,Nature Feels,60,971361cd-ec77-32ba-8cf4-945aaa1c4f2f
Glitter Party,27,60,
Hot Flash Heat Wave,Trust,60,
JAY-Z,Empire State of Mind,60,21ba6df4-1777-466f-b73f-dba00624a1d3
JID,Surround Sound (feat. 21 Savage & Baby Tate),60,
Kanye West,champions,60,68d96e95-46ec-401a-bd8e-cbb97e984407
Kevin Holliday,Tennis Courts,60,
Laufey,I Wish You Love,60,39635c78-3799-41f2-88f3-c175b5cae947
Lewis OfMan,Siesta Freestyle,60,ec3e37fd-081a-4335-8e9b-2e8a18ebd12c
Luna Li,Star Stuff,60,c3fb0415-a0b2-4190-83c0-bef8e93787ee
Mashrou' Leila,Ashabi,60,30ed34f1-1ab9-4d31-9d4e-0879d15e6ca1
MGMT,Weekend Wars,60,1295ef1a-400d-3a9b-acba-31962562ff0c
Pacifica,With Or Without You,60,5b46670c-0756-4f64-a49b-864ca7fb7df4
Raekwon,The Morning,60,
Samia,Does Not Heal,60,0dfa58b4-6108-4e8b-a665-f859be1d701b
Samia,Winnebago,60,0567ac2a-a031-4bf2-9309-0d0b92733a41
Slow Pulp,Hanging By A Moment,60,80ba0def-9050-4990-865d-80caa74b308e
The Postal Service,Brand New Colony - Remastered,60,
Weyes Blood,Grapevine,60,f7803105-3043-4c82-b540-7fcb74d79f73
Wolf Alice,Moaning Lisa Smile,60,1a12518e-5405-4b69-82db-0619f3acca5b
BROCKHAMPTON,TONYA,59,556abe3f-849f-4906-a7c4-d4b5f8049b60
Divino Niño,Quiero,59,165a1c9c-6e60-4fb6-a92a-ae25b481313e
Gorillaz,Pac-Man (feat. ScHoolboy Q),59,
Hazel English,Summer Nights,59,7fa82f4c-bacb-495e-aa94-334a78e2c9a3
Laufey,Best Friend,59,41c28b44-2489-4998-b8d5-5c548b2eea93
Laufey,James,59,a6b63a26-450c-4c2c-80f4-262095483f83
Lianne La Havas,Can't Fight,59,9aa493b9-d5f8-4376-9074-11da7f9277ae
Moses Gunn Collective,Shalala,59,5e1eb42c-6b7f-4bb8-a91a-16bf70276068
Nas,Life's A Bitch (feat. AZ & Olu Dara),59,
Post Malone,Zack and Codeine,59,1ba422fd-3ccc-416b-8c86-7f2cf92d8654
Pusha T,Nosetalgia,59,
quinnie,touch tank,59,
Rodríguez,I Wonder,59,
Saba,an Interlude Called “Circus” (feat. Eryn Allen Kane),59,
Sarah Kinsley,Black Horse,59,
Stella Donnelly,Old Man,59,2b707ccd-6b65-48c1-adb7-02efdbec457e
Sun Room,Sol Del Sur,59,d17896a6-1377-4f10-9524-4a959b7d8c0d
SZA,F2F,59,e930b920-de7c-4df0-b046-2d80c1f65596
Tanukichan,It Gets Easier,59,
Tanukichan,Perfect,59,5a1dd872-8625-4056-b6ce-ceec3d158f83
The Beatles,With A Little Help From My Friends - Remastered 2009,59,f5c4bd59-5b2a-4cd2-bc4e-a7b72c453573
The Weeknd,Gasoline,59,e6d394fb-51ab-4894-932c-73fd308abc4d
The Weeknd,Out of Time,59,d51bba5b-dcb3-4348-a687-7be80f3ec890
Tommy Newport,Tangerine,59,c6946547-5a8c-480c-805b-b18203575e6b
Travis Scott,R.I.P. SCREW,59,
U.S. Girls,Pearly Gates,59,04b6e57c-1e14-49f5-93f5-08cf08b9fa11
Vince Staples,745,59,3063c916-4eb7-43f0-ac69-cd2a4bf44672
Vince Staples,AYE! (FREE THE HOMIES),59,
Cate Le Bon,Harbour,58,7642097b-79c6-4ad3-93da-8a4d42bc2cfe
Denzel Curry,CLOUT COBAIN | CLOUT CO13A1N,58,372145eb-64f2-4051-9198-d9d68d04922d
Drake,Pound Cake / Paris Morton Music 2,58,
Imogen Heap,Goodnight and Go,58,17747f26-1aee-315a-9eb3-94b19bf94d42
Kanye West,Feedback,58,26b6922a-0de6-4917-8992-f28dd0c7dd14
Kanye West,Gold Digger,58,1abbab1d-b5f5-45a5-9fc5-464ca48747e2
Kanye West,I Am a God,58,126ca58a-20ea-4d62-bdd6-6cf40922afef
La Belle Vie,La Vie Est Belle,58,
Laura Elliott,Grass Stains,58,
Lianne La Havas,Green Papaya,58,20b0636f-f175-4f90-baed-099b08bbfaf0
Lil Uzi Vert,Neon Guts (feat. Pharrell Williams),58,
Lil Wayne,Uproar,58,
Little Big League,Summer Wounds,58,fa405886-be37-4e1a-aaf7-de77d950f481
Logic,Driving Ms Daisy,58,
Madvillain,Accordion,58,0bc5d513-6420-4a12-9ada-e4228c2efb7e
Michael Jackson,Human Nature,58,7712986b-6210-47fc-9782-6f1905d2077f
Noname,Yesterday,58,51244e82-e489-4f4e-aca4-6f9355ac86b9
Nourished by Time,Soap Party,58,c85a813a-c540-4efb-9dc1-b8400cc1d3ae
Próxima Parada,Musta Been a Ghost,58,73daa7e0-1e13-4138-aa1a-bf5afbd80502
Rallen,MISS YOU SO,58,
Rini,Camped,58,63d68a11-12ab-4b5d-9694-1c32a5ae43ce
Sampha,Plastic 100°C,58,5054e07a-c779-49bc-a825-b95296c983bf
Sarah Crean,02:00 AM,58,
SZA,Wavy (Interlude) (feat. James Fauntleroy),58,7156d981-e105-4427-bf09-900698d62bd6
Tevin Campbell,I2I,58,
The Beatles,When I'm Sixty Four - Remastered 2009,58,ead437b8-ea12-494a-a9db-fb7b92b0367d
The Cranberries,Linger,58,
The Japanese House,Sunshine Baby,58,e256264c-0a74-4c52-bf54-a6cf20a37f9c
The Weeknd,Take My Breath,58,bdc3e2cb-0e40-4697-9b89-22eacbc851fb
Waxahatchee,Burns Out At Midnight,58,fd7446a9-2bd6-480b-91ef-3767692e1605
Waxahatchee,Crowbar,58,ea41eb2a-bd09-4f57-82d9-a2ddd5fcfe2a
ZSELA,Lily of the Nile,58,bfee2283-8980-48d3-8912-8a5c1ff2fa8a
6LACK,Learn Ya,57,1af8a3da-7b8e-4be6-87ef-801c7027005d
Arcy Drive,Time Shrinks,57,11133b56-2755-4efd-9373-8551592fcc0a
Blu & Exile,The American Dream,57,
Caroline Rose,Nothing’s Impossible,57,
Chance the Rapper,Favorite Song,57,
Clairo,Nomad,57,0a90854e-6735-4242-89d7-5c33cf36cb01
Denzel Curry,BLACK BALLOONS | 13LACK 13ALLOONZ [FEAT. TWELVE'LEN & GOLDLINK | TWELVE'LEN + GOLDL1NK],57,01debb7f-3a65-4345-86ee-c383cb38041c
Dua Lipa,New Rules,57,76ac63ee-9b00-4f70-b443-1c0c3bd1e445
Father John Misty,Real Love Baby,57,cdaaaa12-288a-4b1c-889d-19749a17c5c4
Faye Webster,Both All the Time,57,a16df343-53c8-47fe-ad76-765b8a114e21
Fazerdaze,Misread,57,4e1a7ad1-fc31-4bae-9580-8403b6458cd7
Flatbush ZOMBiES,Headstone,57,649dc7b3-f80f-491f-8408-17c66c69d12d
Greer,Connect the Dots,57,
Inhaler,Who's Your Money On? (Plastic House),57,547907f1-7fec-47b4-a15c-606790ca77bd
Japanese Breakfast,Orlando In Love,57,2a974572-4e00-4d9d-8bb0-bc48b5df42f2
Jay Rock,Wow Freestyle (feat. Kendrick Lamar),57,e07652e1-9d88-4791-8939-f344f2f6f3bc
Jimi Hendrix,Castles Made of Sand,57,86d901b2-75ee-4d59-b3e0-ff12be3bb8b4
John Roseboro,I Took The L,57,7b55fa30-0113-489a-a2f9-9a463c285b01
Kanye West,New God Flow,57,48bc28cf-2d2f-4de7-a04a-2f516953e66b
Lava La Rue,Magpie,57,6c14cd7a-aa85-40c6-b203-ef3cb0da59ec
Lorde,The Louvre,57,8c949f20-79af-4592-9cd8-b9063c26c627
Nourished by Time,9 2 5,57,7bda4497-5491-4ebe-b479-d5520abb9b9a
NxWorries,Suede,57,6bb775b8-aa86-4bcf-ad92-f485db354746
OutKast,Hey Ya!,57,7061f60c-d5fe-4a8a-a172-c458b904aa9e
Peach Pit,Up Granville,57,00b07045-0903-494d-8f6f-ffd6fafbeb81
Rosario,grabba,57,
Royel Otis,Oysters In My Pocket,57,b3437bef-1592-4991-932e-e06987593263
Saba,hue_man nature,57,
Skullcrusher,Lift,57,d2cb51d3-39d3-4dea-9ab1-514921e915a4
Superorganism,Congratulations (triple j Like A Version),57,
Telenova,Margot,57,
Unknown Mortal Orchestra,Nadja,57,7c670005-05b3-4134-803c-b79331d8bd6b
Vashti Bunyan,Don't Believe,57,17f0e690-e250-3a28-9f57-d8a1aa4fb517
Visit Neptune,Change the Times,57,
arlie,new archetype,56,
Bruce Springsteen,Thunder Road,56,
Cleo Reed,Da Da Da,56,2ab16280-eb7e-4071-821a-701ed697b7c0
Dave,Lazarus (feat. Boj),56,
Disclosure,My High,56,3fa46ae8-2bb8-4ba4-8105-a8fa2feb2303
Dora Jar,Opening,56,289cb186-99c1-457d-8e78-217e4527f885
Dua Lipa,Levitating,56,957df7c5-9c3a-4dbc-b139-f339f2378986
Faye Webster,A Stranger,56,2cbb34a5-baa6-486b-8cbf-09971a96e7a3
Faye Webster,Overslept (feat. mei ehara),56,
Fazerdaze,Little Uneasy,56,34ddc375-75a3-4d03-8e5f-c474184b89f3
Kendrick Lamar,i,56,ad1eb2af-6332-44ce-9cd9-42a5bda9ea62
Kendrick Lamar,The Blacker the Berry,56,7428c59d-333a-4cee-86cb-21663b9671f6
Kid Cudi,Tequila Shots,56,148f0108-13a5-43a5-84fa-b3818cef668a
Kirk Knight,Dead Friends,56,
Mac Miller,Funny Papers,56,7f96fdd5-6e93-47d0-a673-d5e17e4613c3
Mumford & Sons,I Will Wait,56,b69b2bce-fd85-4943-ae05-cc1e24c7403c
Não Ao Futebol Moderno,Cansado de Trampar,56,
Nemahsis,i wanna be your right hand,56,
Oklou,ict,56,9ad03bf9-22b9-4683-8c8f-eab3fe8e8416
Orville Peck,Daytona Sand,56,9616146c-eb40-42e3-885a-87dbf1294dab
Rahill,Healing,56,f6eaba72-aeff-4474-a541-c41e75bce207
Romeo + Juliet,Slide,56,
Sampha,(No One Knows Me) Like the Piano,56,c7a405d5-cedf-47ce-85d1-3418b29efc6b
Sipper,Dance In Room Song,56,069ba7d1-0912-4aa8-aafc-095eb3ae580d
The Beths,When You Know You Know,56,b6966fa8-9a1f-4e6b-bc47-fa9a2c80ed20
The Weeknd,In Your Eyes,56,919a0015-31ce-41f1-9a45-898dfa728d1b
They Are Gutting a Body of Water,AMERICAN FOOD,56,8f8a13d4-e73e-4bcc-981c-b3e6e0f00346
"Tyler, The Creator",SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),56,439a57be-6e03-4ef1-a374-6fdcd9da46ca
Walter The Producer,Velma,56,
Waxahatchee,The Wolves,56,03cd2edc-f50a-4c9b-bc82-bcc790ba10fe
Alemeda,Gonna Bleach My Eyebrows,55,
Anderson .Paak,Bubblin,55,e92d511e-be3b-4b98-a1fb-947647daca3c
Angie McMahon,Serotonin,55,
Broadcast,Come on Let's Go,55,3ab2bf00-86d2-31a9-bbe0-f1ed10f32b44
Chance the Rapper,"Blessings (feat. Ty Dolla $ign, Anderson .Paak, BJ The Chicago Kid, Raury & Jamila Woods)",55,
Cornelia Murr,Different This Time,55,84010370-6ce6-47df-9440-d70521f1935b
Faye Webster,Half of Me,55,ac545589-46e5-4749-b664-7f20396e1f4b
Geese,3D Country,55,a9ac8ccd-74d6-404d-b757-f0826504abea
Lana Del Rey,Young and Beautiful,55,
Leon Bridges,River,55,1c519157-d91f-4333-afd8-9de516a03d57
Metro Boomin,Borrowed Love (feat. Swae Lee & WizKid),55,
monobloc,I'm Just Trying To Love You,55,
Rahill,Bended Light,55,aae11f11-0359-4899-94aa-99dee6f504b9
Samaria,Trippin,55,
ScHoolboy Q,THat Part,55,
Sun June,Monster Moon,55,9163c64e-307f-4015-acb1-0bf1f0a190ae
Vampire Weekend,Ladies of Cambridge,55,5a0dc0a1-0279-45d5-b948-aea5f1517d2e
Blonde Tongues,Hey Good Lookin',54,1be39aae-0690-467e-bc24-a0f553b6fdb1
Chance the Rapper,Blessings,54,7d4f0691-8f29-40f3-b602-f489251e4d62
Charli xcx,I might say something stupid,54,a8348dd3-3100-4102-9c7a-9a70825cee6e
Cocteau Twins,Cico Buff,54,24e631fc-48e5-4ab3-a988-5f43cc3d1d33
Colyer,Reset,54,
DoubleCup,fall,54,
Freddie Gibbs,Giannis (feat. Anderson .Paak),54,
Infinity Song,HATER'S ANTHEM,54,1794a692-9100-4f49-a671-066fb220d54e
J Hus,Who Told You (feat. Drake),54,
Joey Bada$$,"RING THE ALARM (feat. Nyck Caution, Kirk Knight & Meechy Darko)",54,
Kate Bollinger,Lady in the Darkest Hour,54,664a8a8b-a325-4bae-8039-c716a43854dc
Little Big League,Lindsey,54,a3288548-55ed-4a27-a5b4-fae560f81f15
Lupe Fiasco,Hustlaz,54,dc16c2f6-9a2f-4680-aeb8-8b3d7b983644
MJ Lenderman,Bark at the Moon,54,80804619-9468-466e-b2c9-bc53de2709e2
Montara,Flora,54,
Pusha T,Pain,54,b28222b4-3d8c-45f3-9ea5-36dc9d94c70a
Rahill,From a Sandbox,54,5d7a9759-cafc-4572-92bb-39d80e2c7710
Rahill,Hesitations,54,e559a3de-fe6b-45bf-be40-0c7f9f821d35
Rahill,I Smile for E,54,2a50377f-7a53-413e-9e83-c3575b04296a
Spirit of the Beehive,fell asleep with a vision,54,
The Shacks,Wings,54,
The Undercover Dream Lovers,Let Go,54,ad990d5c-4a76-4d6e-887f-05bf8dbc016a
They Are Gutting a Body of Water,BAESIDE K,54,705895d5-21e3-43db-aa41-180faeab304e
This is Lorelei,But You Just Woke Me Up,54,e5ae3c4b-396b-4497-bf03-715cb7eecb61
"Tyler, The Creator",IGOR'S THEME,54,1268c875-b6b2-44a8-a7d4-6884fb19711b
Vince Staples,MAGIC,54,
YBN Cordae,Nightmares Are Real (feat. Pusha T),54,
A Tribe Called Quest,Kids...,53,9175df23-6f29-4913-b321-947eeb98e9b9
Benjamin Booker,A Place for Us,53,
Blood Orange,The Complete Knock,53,53a1580a-d76b-4c56-9539-d26d0f46b43f
Caroline Rose,Feelings Are a Thing of the Past,53,2b848341-9bf2-48be-ab27-66c8a06e0e04
Cate Le Bon,Remembering Me,53,1aec8e48-0ba8-4d0f-95a2-f94e3fb1b538
Clio,T'as vu,53,41ed2ded-33fd-4050-b23e-c7f204affe2c
Delachute,Nausia,53,6c496868-b474-4ca7-ac24-c16a82c09cc0
